C1;H1;L1;C1;V1;O2;H2;L2;C2;V2;O3;H3;L3;C3;V3;O4;H4;L4;C4;V4;Final
3584.1;3611.1;3441.3;3476.81;26385.75745;3477.56;3671.87;3467.02;3626.09;35235.21122;3626.08;3648.42;3516.62;3553.06;34137.99746;3553.06;3645;3543.51;3591.84;27480.17998;TRUE
3477.56;3671.87;3467.02;3626.09;35235.21122;3626.08;3648.42;3516.62;3553.06;34137.99746;3553.06;3645;3543.51;3591.84;27480.17998;3591.84;3634.7;3530.39;3616.21;29755.44084;FALSE
3626.08;3648.42;3516.62;3553.06;34137.99746;3553.06;3645;3543.51;3591.84;27480.17998;3591.84;3634.7;3530.39;3616.21;29755.44084;3613.32;3620;3565.75;3594.87;22713.44676;TRUE
3553.06;3645;3543.51;3591.84;27480.17998;3591.84;3634.7;3530.39;3616.21;29755.44084;3613.32;3620;3565.75;3594.87;22713.44676;3594.87;3720;3594.23;3665.3;22171.57812;FALSE
3591.84;3634.7;3530.39;3616.21;29755.44084;3613.32;3620;3565.75;3594.87;22713.44676;3594.87;3720;3594.23;3665.3;22171.57812;3665.75;3693.73;3475;3539.28;27901.9386;FALSE
3613.32;3620;3565.75;3594.87;22713.44676;3594.87;3720;3594.23;3665.3;22171.57812;3665.75;3693.73;3475;3539.28;27901.9386;3539.26;3559.51;3475.5;3526.9;19644.43684;TRUE
3594.87;3720;3594.23;3665.3;22171.57812;3665.75;3693.73;3475;3539.28;27901.9386;3539.26;3559.51;3475.5;3526.9;19644.43684;3526.88;3608.5;3434.85;3570.93;29336.44297;FALSE
3665.75;3693.73;3475;3539.28;27901.9386;3539.26;3559.51;3475.5;3526.9;19644.43684;3526.88;3608.5;3434.85;3570.93;29336.44297;3570.41;3607.98;3514.5;3552.82;24938.8427;TRUE
3539.26;3559.51;3475.5;3526.9;19644.43684;3526.88;3608.5;3434.85;3570.93;29336.44297;3570.41;3607.98;3514.5;3552.82;24938.8427;3552.97;3589;3529.22;3569.62;20826.25118;FALSE
3526.88;3608.5;3434.85;3570.93;29336.44297;3570.41;3607.98;3514.5;3552.82;24938.8427;3552.97;3589;3529.22;3569.62;20826.25118;3569.07;3587.15;3522.51;3565.29;17608.34667;FALSE
3570.41;3607.98;3514.5;3552.82;24938.8427;3552.97;3589;3529.22;3569.62;20826.25118;3569.07;3587.15;3522.51;3565.29;17608.34667;3566.69;3662.94;3545;3565.25;19476.53234;FALSE
3552.97;3589;3529.22;3569.62;20826.25118;3569.07;3587.15;3522.51;3565.29;17608.34667;3566.69;3662.94;3545;3565.25;19476.53234;3565.62;3579;3486;3550.84;22735.59816;FALSE
3569.07;3587.15;3522.51;3565.29;17608.34667;3566.69;3662.94;3545;3565.25;19476.53234;3565.62;3579;3486;3550.84;22735.59816;3550.05;3557.75;3380.27;3434.15;40405.1114;FALSE
3566.69;3662.94;3545;3565.25;19476.53234;3565.62;3579;3486;3550.84;22735.59816;3550.05;3557.75;3380.27;3434.15;40405.1114;3434;3443.45;3349.92;3411.04;29544.92898;TRUE
3565.62;3579;3486;3550.84;22735.59816;3550.05;3557.75;3380.27;3434.15;40405.1114;3434;3443.45;3349.92;3411.04;29544.92898;3410.04;3478;3387.1;3458.18;23968.26024;FALSE
3550.05;3557.75;3380.27;3434.15;40405.1114;3434;3443.45;3349.92;3411.04;29544.92898;3410.04;3478;3387.1;3458.18;23968.26024;3457.5;3489.2;3418.8;3434.1;29607.19025;TRUE
3434;3443.45;3349.92;3411.04;29544.92898;3410.04;3478;3387.1;3458.18;23968.26024;3457.5;3489.2;3418.8;3434.1;29607.19025;3434.1;3488;3401.2;3462.07;25260.47616;TRUE
3410.04;3478;3387.1;3458.18;23968.26024;3457.5;3489.2;3418.8;3434.1;29607.19025;3434.1;3488;3401.2;3462.07;25260.47616;3462.2;3526.4;3440.29;3504.77;17920.802;FALSE
3457.5;3489.2;3418.8;3434.1;29607.19025;3434.1;3488;3401.2;3462.07;25260.47616;3462.2;3526.4;3440.29;3504.77;17920.802;3504.06;3511.09;3426;3458.11;19867.33639;TRUE
3434.1;3488;3401.2;3462.07;25260.47616;3462.2;3526.4;3440.29;3504.77;17920.802;3504.06;3511.09;3426;3458.11;19867.33639;3458.11;3484.88;3433.31;3463.22;23131.98111;TRUE
3462.2;3526.4;3440.29;3504.77;17920.802;3504.06;3511.09;3426;3458.11;19867.33639;3458.11;3484.88;3433.31;3463.22;23131.98111;3463.22;3478.97;3448.43;3471.59;25264.41503;FALSE
3504.06;3511.09;3426;3458.11;19867.33639;3458.11;3484.88;3433.31;3463.22;23131.98111;3463.22;3478.97;3448.43;3471.59;25264.41503;3471.57;3482.72;3380;3405.37;35310.24485;FALSE
3458.11;3484.88;3433.31;3463.22;23131.98111;3463.22;3478.97;3448.43;3471.59;25264.41503;3471.57;3482.72;3380;3405.37;35310.24485;3407;3426.45;3390;3398.4;18665.53864;TRUE
3463.22;3478.97;3448.43;3471.59;25264.41503;3471.57;3482.72;3380;3405.37;35310.24485;3407;3426.45;3390;3398.4;18665.53864;3398.4;3733.58;3373.1;3659.04;47968.05801;TRUE
3471.57;3482.72;3380;3405.37;35310.24485;3407;3426.45;3390;3398.4;18665.53864;3398.4;3733.58;3373.1;3659.04;47968.05801;3660.27;3680.02;3625.13;3665.18;24759.83372;TRUE
3407;3426.45;3390;3398.4;18665.53864;3398.4;3733.58;3373.1;3659.04;47968.05801;3660.27;3680.02;3625.13;3665.18;24759.83372;3665.18;3684.99;3609.76;3680.06;23250.60263;FALSE
3398.4;3733.58;3373.1;3659.04;47968.05801;3660.27;3680.02;3625.13;3665.18;24759.83372;3665.18;3684.99;3609.76;3680.06;23250.60263;3679.75;3684.9;3615.53;3631.05;24954.61457;TRUE
3660.27;3680.02;3625.13;3665.18;24759.83372;3665.18;3684.99;3609.76;3680.06;23250.60263;3679.75;3684.9;3615.53;3631.05;24954.61457;3631.05;3667.6;3582.34;3631.46;29479.59823;FALSE
3665.18;3684.99;3609.76;3680.06;23250.60263;3679.75;3684.9;3615.53;3631.05;24954.61457;3631.05;3667.6;3582.34;3631.46;29479.59823;3631.51;3670;3591.75;3609.4;25773.99765;FALSE
3679.75;3684.9;3615.53;3631.05;24954.61457;3631.05;3667.6;3582.34;3631.46;29479.59823;3631.51;3670;3591.75;3609.4;25773.99765;3608.34;3626.4;3568.11;3590.56;21753.50126;TRUE
3631.05;3667.6;3582.34;3631.46;29479.59823;3631.51;3670;3591.75;3609.4;25773.99765;3608.34;3626.4;3568.11;3590.56;21753.50126;3590.57;3653.23;3573.45;3602.47;20777.8729;TRUE
3631.51;3670;3591.75;3609.4;25773.99765;3608.34;3626.4;3568.11;3590.56;21753.50126;3590.57;3653.23;3573.45;3602.47;20777.8729;3602.49;3648.2;3597.91;3618.41;19565.99275;TRUE
3608.34;3626.4;3568.11;3590.56;21753.50126;3590.57;3653.23;3573.45;3602.47;20777.8729;3602.49;3648.2;3597.91;3618.41;19565.99275;3617.22;3700.11;3604.4;3667.58;25690.22778;TRUE
3590.57;3653.23;3573.45;3602.47;20777.8729;3602.49;3648.2;3597.91;3618.41;19565.99275;3617.22;3700.11;3604.4;3667.58;25690.22778;3667.62;3925;3655;3898.6;64042.73049;TRUE
3602.49;3648.2;3597.91;3618.41;19565.99275;3617.22;3700.11;3604.4;3667.58;25690.22778;3667.62;3925;3655;3898.6;64042.73049;3897.35;3994.52;3856;3907.79;50207.17267;TRUE
3617.22;3700.11;3604.4;3667.58;25690.22778;3667.62;3925;3655;3898.6;64042.73049;3897.35;3994.52;3856;3907.79;50207.17267;3907.35;3986.98;3870.66;3969.74;36205.14085;FALSE
3667.62;3925;3655;3898.6;64042.73049;3897.35;3994.52;3856;3907.79;50207.17267;3907.35;3986.98;3870.66;3969.74;36205.14085;3969.74;4016.48;3901.03;3937.31;31103.88473;TRUE
3897.35;3994.52;3856;3907.79;50207.17267;3907.35;3986.98;3870.66;3969.74;36205.14085;3969.74;4016.48;3901.03;3937.31;31103.88473;3937.31;3988;3926.65;3962;23943.16375;TRUE
3907.35;3986.98;3870.66;3969.74;36205.14085;3969.74;4016.48;3901.03;3937.31;31103.88473;3937.31;3988;3926.65;3962;23943.16375;3962;4162.02;3933.15;4117.76;33657.94288;FALSE
3969.74;4016.48;3901.03;3937.31;31103.88473;3937.31;3988;3926.65;3962;23943.16375;3962;4162.02;3933.15;4117.76;33657.94288;4118;4198;3712.66;3743.56;62224.18689;TRUE
3937.31;3988;3926.65;3962;23943.16375;3962;4162.02;3933.15;4117.76;33657.94288;4118;4198;3712.66;3743.56;62224.18689;3743.56;3872.66;3740;3827.92;38102.96625;FALSE
3962;4162.02;3933.15;4117.76;33657.94288;4118;4198;3712.66;3743.56;62224.18689;3743.56;3872.66;3740;3827.92;38102.96625;3828.44;3841.51;3777;3809.23;28838.74804;TRUE
4118;4198;3712.66;3743.56;62224.18689;3743.56;3872.66;3740;3827.92;38102.96625;3828.44;3841.51;3777;3809.23;28838.74804;3809.31;3838.85;3677.17;3818.07;31500.99547;FALSE
3743.56;3872.66;3740;3827.92;38102.96625;3828.44;3841.51;3777;3809.23;28838.74804;3809.31;3838.85;3677.17;3818.07;31500.99547;3818.04;3888;3763.87;3813.69;32561.96104;TRUE
3828.44;3841.51;3777;3809.23;28838.74804;3809.31;3838.85;3677.17;3818.07;31500.99547;3818.04;3888;3763.87;3813.69;32561.96104;3814.26;3857;3813.01;3823;23174.57217;FALSE
3809.31;3838.85;3677.17;3818.07;31500.99547;3818.04;3888;3763.87;3813.69;32561.96104;3814.26;3857;3813.01;3823;23174.57217;3822.17;3841.31;3772.25;3819.93;19445.83836;FALSE
3818.04;3888;3763.87;3813.69;32561.96104;3814.26;3857;3813.01;3823;23174.57217;3822.17;3841.31;3772.25;3819.93;19445.83836;3819.97;3835;3781.32;3807.75;16718.16541;FALSE
3814.26;3857;3813.01;3823;23174.57217;3822.17;3841.31;3772.25;3819.93;19445.83836;3819.97;3835;3781.32;3807.75;16718.16541;3807.32;3830;3670.69;3715.3;34742.84166;TRUE
3822.17;3841.31;3772.25;3819.93;19445.83836;3819.97;3835;3781.32;3807.75;16718.16541;3807.32;3830;3670.69;3715.3;34742.84166;3716.1;3877.1;3703.55;3857.73;32962.53616;TRUE
3819.97;3835;3781.32;3807.75;16718.16541;3807.32;3830;3670.69;3715.3;34742.84166;3716.1;3877.1;3703.55;3857.73;32962.53616;3857.58;3907;3813.09;3861.84;24775.11883;TRUE
3807.32;3830;3670.69;3715.3;34742.84166;3716.1;3877.1;3703.55;3857.73;32962.53616;3857.58;3907;3813.09;3861.84;24775.11883;3861.84;3905.4;3840.4;3873.64;26455.25766;FALSE
3716.1;3877.1;3703.55;3857.73;32962.53616;3857.58;3907;3813.09;3861.84;24775.11883;3861.84;3905.4;3840.4;3873.64;26455.25766;3873.63;3932;3800;3864.89;34730.36659;TRUE
3857.58;3907;3813.09;3861.84;24775.11883;3861.84;3905.4;3840.4;3873.64;26455.25766;3873.63;3932;3800;3864.89;34730.36659;3864.88;3971.75;3854.75;3943.04;30979.74765;FALSE
3861.84;3905.4;3840.4;3873.64;26455.25766;3873.63;3932;3800;3864.89;34730.36659;3864.88;3971.75;3854.75;3943.04;30979.74765;3943.43;3943.43;3881.69;3916.82;23187.56141;FALSE
3873.63;3932;3800;3864.89;34730.36659;3864.88;3971.75;3854.75;3943.04;30979.74765;3943.43;3943.43;3881.69;3916.82;23187.56141;3915.99;3936.98;3830;3871.61;38066.88571;TRUE
3864.88;3971.75;3854.75;3943.04;30979.74765;3943.43;3943.43;3881.69;3916.82;23187.56141;3915.99;3936.98;3830;3871.61;38066.88571;3871.61;3905.2;3826.06;3882.73;26921.00862;FALSE
3943.43;3943.43;3881.69;3916.82;23187.56141;3915.99;3936.98;3830;3871.61;38066.88571;3871.61;3905.2;3826.06;3882.73;26921.00862;3882.69;3893.56;3840;3866;24461.00876;TRUE
3915.99;3936.98;3830;3871.61;38066.88571;3871.61;3905.2;3826.06;3882.73;26921.00862;3882.69;3893.56;3840;3866;24461.00876;3866;3920;3810.43;3877.12;27048.74853;TRUE
3871.61;3905.2;3826.06;3882.73;26921.00862;3882.69;3893.56;3840;3866;24461.00876;3866;3920;3810.43;3877.12;27048.74853;3877.12;3939.22;3872.2;3923.76;21740.0615;TRUE
3882.69;3893.56;3840;3866;24461.00876;3866;3920;3810.43;3877.12;27048.74853;3877.12;3939.22;3872.2;3923.76;21740.0615;3924.46;4056.98;3921.98;4005.98;28568.37612;FALSE
3866;3920;3810.43;3877.12;27048.74853;3877.12;3939.22;3872.2;3923.76;21740.0615;3924.46;4056.98;3921.98;4005.98;28568.37612;4005.98;4012;3950.01;3981.14;18814.25558;TRUE
3877.12;3939.22;3872.2;3923.76;21740.0615;3924.46;4056.98;3921.98;4005.98;28568.37612;4005.98;4012;3950.01;3981.14;18814.25558;3981.85;4037;3953.33;3987.81;22454.47801;TRUE
3924.46;4056.98;3921.98;4005.98;28568.37612;4005.98;4012;3950.01;3981.14;18814.25558;3981.85;4037;3953.33;3987.81;22454.47801;3987.83;4031;3970;4015.53;19893.74182;TRUE
4005.98;4012;3950.01;3981.14;18814.25558;3981.85;4037;3953.33;3987.81;22454.47801;3987.83;4031;3970;4015.53;19893.74182;4017.48;4050;3980.5;4043.04;23432.30026;FALSE
3981.85;4037;3953.33;3987.81;22454.47801;3987.83;4031;3970;4015.53;19893.74182;4017.48;4050;3980.5;4043.04;23432.30026;4043.04;4069.32;3880.01;3980.64;35997.68212;TRUE
3987.83;4031;3970;4015.53;19893.74182;4017.48;4050;3980.5;4043.04;23432.30026;4043.04;4069.32;3880.01;3980.64;35997.68212;3980.85;4008;3968.25;3986.93;20022.60632;TRUE
4017.48;4050;3980.5;4043.04;23432.30026;4043.04;4069.32;3880.01;3980.64;35997.68212;3980.85;4008;3968.25;3986.93;20022.60632;3987.89;4018.83;3978.01;4006.01;17302.60432;FALSE
4043.04;4069.32;3880.01;3980.64;35997.68212;3980.85;4008;3968.25;3986.93;20022.60632;3987.89;4018.83;3978.01;4006.01;17302.60432;4006.01;4006.02;3950;3992.18;17179.85065;FALSE
3980.85;4008;3968.25;3986.93;20022.60632;3987.89;4018.83;3978.01;4006.01;17302.60432;4006.01;4006.02;3950;3992.18;17179.85065;3991.35;3999.3;3888.71;3936.12;33192.89022;TRUE
3987.89;4018.83;3978.01;4006.01;17302.60432;4006.01;4006.02;3950;3992.18;17179.85065;3991.35;3999.3;3888.71;3936.12;33192.89022;3935.47;3958.98;3894;3948.55;29349.53763;TRUE
4006.01;4006.02;3950;3992.18;17179.85065;3991.35;3999.3;3888.71;3936.12;33192.89022;3935.47;3958.98;3894;3948.55;29349.53763;3948.77;4048;3936.15;4038.05;32364.55585;FALSE
3991.35;3999.3;3888.71;3936.12;33192.89022;3935.47;3958.98;3894;3948.55;29349.53763;3948.77;4048;3936.15;4038.05;32364.55585;4039.58;4039.7;4002;4027.81;20089.29388;TRUE
3935.47;3958.98;3894;3948.55;29349.53763;3948.77;4048;3936.15;4038.05;32364.55585;4039.58;4039.7;4002;4027.81;20089.29388;4028.22;4123.71;4024.03;4103.25;30084.21744;TRUE
3948.77;4048;3936.15;4038.05;32364.55585;4039.58;4039.7;4002;4027.81;20089.29388;4028.22;4123.71;4024.03;4103.25;30084.21744;4104.24;4140;4052;4106.97;19509.2926;FALSE
4039.58;4039.7;4002;4027.81;20089.29388;4028.22;4123.71;4024.03;4103.25;30084.21744;4104.24;4140;4052;4106.97;19509.2926;4106.99;4116.12;4082.57;4103.95;13525.08743;TRUE
4028.22;4123.71;4024.03;4103.25;30084.21744;4104.24;4140;4052;4106.97;19509.2926;4106.99;4116.12;4082.57;4103.95;13525.08743;4102.44;4158.7;4067;4144.56;25507.06764;TRUE
4104.24;4140;4052;4106.97;19509.2926;4106.99;4116.12;4082.57;4103.95;13525.08743;4102.44;4158.7;4067;4144.56;25507.06764;4144.54;4897.99;4140.54;4857.29;105383.6393;TRUE
4106.99;4116.12;4082.57;4103.95;13525.08743;4102.44;4158.7;4067;4144.56;25507.06764;4144.54;4897.99;4140.54;4857.29;105383.6393;4857.19;5275.01;4753.5;4932.6;109890.1257;FALSE
4102.44;4158.7;4067;4144.56;25507.06764;4144.54;4897.99;4140.54;4857.29;105383.6393;4857.19;5275.01;4753.5;4932.6;109890.1257;4932.59;5039.08;4777;4898.66;61054.25417;TRUE
4144.54;4897.99;4140.54;4857.29;105383.6393;4857.19;5275.01;4753.5;4932.6;109890.1257;4932.59;5039.08;4777;4898.66;61054.25417;4898.64;5028.22;4880.62;5004.95;39768.55281;TRUE
4857.19;5275.01;4753.5;4932.6;109890.1257;4932.59;5039.08;4777;4898.66;61054.25417;4898.64;5028.22;4880.62;5004.95;39768.55281;5004.96;5205;4928.59;5043.89;41770.84231;TRUE
4932.59;5039.08;4777;4898.66;61054.25417;4898.64;5028.22;4880.62;5004.95;39768.55281;5004.96;5205;4928.59;5043.89;41770.84231;5042.07;5234;5026;5170.27;37615.4868;TRUE
4898.64;5028.22;4880.62;5004.95;39768.55281;5004.96;5205;4928.59;5043.89;41770.84231;5042.07;5234;5026;5170.27;37615.4868;5170.27;5305;5039;5236.9;50178.43078;FALSE
5004.96;5205;4928.59;5043.89;41770.84231;5042.07;5234;5026;5170.27;37615.4868;5170.27;5305;5039;5236.9;50178.43078;5238.38;5238.4;5076.68;5150;34067.01231;TRUE
5042.07;5234;5026;5170.27;37615.4868;5170.27;5305;5039;5236.9;50178.43078;5238.38;5238.4;5076.68;5150;34067.01231;5150;5422;5135;5308.25;40073.62047;FALSE
5170.27;5305;5039;5236.9;50178.43078;5238.38;5238.4;5076.68;5150;34067.01231;5150;5422;5135;5308.25;40073.62047;5307.86;5332.67;4927;5017.37;54696.60069;TRUE
5238.38;5238.4;5076.68;5150;34067.01231;5150;5422;5135;5308.25;40073.62047;5307.86;5332.67;4927;5017.37;54696.60069;5017.37;5080.58;4861.22;5048.01;33276.67861;FALSE
5150;5422;5135;5308.25;40073.62047;5307.86;5332.67;4927;5017.37;54696.60069;5017.37;5080.58;4861.22;5048.01;33276.67861;5047;5099;5004;5045.22;17292.4568;TRUE
5307.86;5332.67;4927;5017.37;54696.60069;5017.37;5080.58;4861.22;5048.01;33276.67861;5047;5099;5004;5045.22;17292.4568;5047.45;5152.99;5000;5131.3;18281.60774;FALSE
5017.37;5080.58;4861.22;5048.01;33276.67861;5047;5099;5004;5045.22;17292.4568;5047.45;5152.99;5000;5131.3;18281.60774;5131.28;5167.38;4950;5024.95;29057.19158;TRUE
5047;5099;5004;5045.22;17292.4568;5047.45;5152.99;5000;5131.3;18281.60774;5131.28;5167.38;4950;5024.95;29057.19158;5024.95;5197.72;5003.94;5173.72;24242.22949;TRUE
5047.45;5152.99;5000;5131.3;18281.60774;5131.28;5167.38;4950;5024.95;29057.19158;5024.95;5197.72;5003.94;5173.72;24242.22949;5173.72;5230.4;5146.8;5202.82;23307.53613;TRUE
5131.28;5167.38;4950;5024.95;29057.19158;5024.95;5197.72;5003.94;5173.72;24242.22949;5173.72;5230.4;5146.8;5202.82;23307.53613;5202.41;5287;5198.8;5258.44;22619.239;TRUE
5024.95;5197.72;5003.94;5173.72;24242.22949;5173.72;5230.4;5146.8;5202.82;23307.53613;5202.41;5287;5198.8;5258.44;22619.239;5258.44;5320;5175;5258.68;24611.23632;TRUE
5173.72;5230.4;5146.8;5202.82;23307.53613;5202.41;5287;5198.8;5258.44;22619.239;5258.44;5320;5175;5258.68;24611.23632;5258.68;5333.42;5230.1;5291.73;19168.90827;FALSE
5202.41;5287;5198.8;5258.44;22619.239;5258.44;5320;5175;5258.68;24611.23632;5258.68;5333.42;5230.1;5291.73;19168.90827;5292.91;5314.35;5165;5256.14;25549.57094;TRUE
5258.44;5320;5175;5258.68;24611.23632;5258.68;5333.42;5230.1;5291.73;19168.90827;5292.91;5314.35;5165;5256.14;25549.57094;5257.41;5400;5208.35;5357.14;29563.85231;TRUE
5258.68;5333.42;5230.1;5291.73;19168.90827;5292.91;5314.35;5165;5256.14;25549.57094;5257.41;5400;5208.35;5357.14;29563.85231;5357.14;5600;5332.41;5493.31;41262.10392;FALSE
5292.91;5314.35;5165;5256.14;25549.57094;5257.41;5400;5208.35;5357.14;29563.85231;5357.14;5600;5332.41;5493.31;41262.10392;5490.91;5582.2;5333.35;5415;48224.15241;FALSE
5257.41;5400;5208.35;5357.14;29563.85231;5357.14;5600;5332.41;5493.31;41262.10392;5490.91;5582.2;5333.35;5415;48224.15241;5415;5491.84;5102;5219.9;49636.08995;TRUE
5357.14;5600;5332.41;5493.31;41262.10392;5490.91;5582.2;5333.35;5415;48224.15241;5415;5491.84;5102;5219.9;49636.08995;5220.47;5510;5161.62;5314.1;48912.29451;FALSE
5490.91;5582.2;5333.35;5415;48224.15241;5415;5491.84;5102;5219.9;49636.08995;5220.47;5510;5161.62;5314.1;48912.29451;5315;5342.5;5257.67;5295.69;15422.89694;TRUE
5415;5491.84;5102;5219.9;49636.08995;5220.47;5510;5161.62;5314.1;48912.29451;5315;5342.5;5257.67;5295.69;15422.89694;5295.69;5340;5259.48;5307.52;14371.43387;FALSE
5220.47;5510;5161.62;5314.1;48912.29451;5315;5342.5;5257.67;5295.69;15422.89694;5295.69;5340;5259.48;5307.52;14371.43387;5309.81;5332;5178.8;5238.14;19918.13508;TRUE
5315;5342.5;5257.67;5295.69;15422.89694;5295.69;5340;5259.48;5307.52;14371.43387;5309.81;5332;5178.8;5238.14;19918.13508;5238.14;5339.98;5192.15;5320.81;22238.06823;TRUE
5295.69;5340;5259.48;5307.52;14371.43387;5309.81;5332;5178.8;5238.14;19918.13508;5238.14;5339.98;5192.15;5320.81;22238.06823;5321.94;5402;5316.2;5383.2;17217.47322;TRUE
5309.81;5332;5178.8;5238.14;19918.13508;5238.14;5339.98;5192.15;5320.81;22238.06823;5321.94;5402;5316.2;5383.2;17217.47322;5383.2;5538;5370;5492.87;22795.78784;TRUE
5238.14;5339.98;5192.15;5320.81;22238.06823;5321.94;5402;5316.2;5383.2;17217.47322;5383.2;5538;5370;5492.87;22795.78784;5494.81;5844;5477.57;5772.69;46297.17285;TRUE
5321.94;5402;5316.2;5383.2;17217.47322;5383.2;5538;5370;5492.87;22795.78784;5494.81;5844;5477.57;5772.69;46297.17285;5770.62;5900;5587.45;5829.45;39682.40899;FALSE
5383.2;5538;5370;5492.87;22795.78784;5494.81;5844;5477.57;5772.69;46297.17285;5770.62;5900;5587.45;5829.45;39682.40899;5829.83;5839.9;5696;5775.62;23822.54378;FALSE
5494.81;5844;5477.57;5772.69;46297.17285;5770.62;5900;5587.45;5829.45;39682.40899;5829.83;5839.9;5696;5775.62;23822.54378;5773.18;5805;5619.14;5747.79;25256.59633;TRUE
5770.62;5900;5587.45;5829.45;39682.40899;5829.83;5839.9;5696;5775.62;23822.54378;5773.18;5805;5619.14;5747.79;25256.59633;5749.92;6028.41;5747.74;5846.34;39905.06442;TRUE
5829.83;5839.9;5696;5775.62;23822.54378;5773.18;5805;5619.14;5747.79;25256.59633;5749.92;6028.41;5747.74;5846.34;39905.06442;5846.34;6014.72;5772.2;5987.29;23074.05152;TRUE
5773.18;5805;5619.14;5747.79;25256.59633;5749.92;6028.41;5747.74;5846.34;39905.06442;5846.34;6014.72;5772.2;5987.29;23074.05152;5986.66;6224.55;5983.71;6209.18;27453.01144;TRUE
5749.92;6028.41;5747.74;5846.34;39905.06442;5846.34;6014.72;5772.2;5987.29;23074.05152;5986.66;6224.55;5983.71;6209.18;27453.01144;6209.95;6468.92;6172;6373.33;36623.61079;TRUE
5846.34;6014.72;5772.2;5987.29;23074.05152;5986.66;6224.55;5983.71;6209.18;27453.01144;6209.95;6468.92;6172;6373.33;36623.61079;6375.16;7343.99;6372.85;7076.22;74022.42439;FALSE
5986.66;6224.55;5983.71;6209.18;27453.01144;6209.95;6468.92;6172;6373.33;36623.61079;6375.16;7343.99;6372.85;7076.22;74022.42439;7076.24;7521.78;6750;6967.31;86948.97534;TRUE
6209.95;6468.92;6172;6373.33;36623.61079;6375.16;7343.99;6372.85;7076.22;74022.42439;7076.24;7521.78;6750;6967.31;86948.97534;6968.24;8100;6870;7790.71;85804.73533;TRUE
6375.16;7343.99;6372.85;7076.22;74022.42439;7076.24;7521.78;6750;6967.31;86948.97534;6968.24;8100;6870;7790.71;85804.73533;7795.62;8366;7599.56;7947.56;76583.7226;TRUE
7076.24;7521.78;6750;6967.31;86948.97534;6968.24;8100;6870;7790.71;85804.73533;7795.62;8366;7599.56;7947.56;76583.7226;7945.26;8249;7850;8169.87;37884.32721;FALSE
6968.24;8100;6870;7790.71;85804.73533;7795.62;8366;7599.56;7947.56;76583.7226;7945.26;8249;7850;8169.87;37884.32721;8169.08;8320;7705;7866.59;69630.514;FALSE
7795.62;8366;7599.56;7947.56;76583.7226;7945.26;8249;7850;8169.87;37884.32721;8169.08;8320;7705;7866.59;69630.514;7868.67;7925;6913;7355.26;88752.00816;FALSE
7945.26;8249;7850;8169.87;37884.32721;8169.08;8320;7705;7866.59;69630.514;7868.67;7925;6913;7355.26;88752.00816;7355.28;7458;7156.61;7257.45;37054.94478;TRUE
8169.08;8320;7705;7866.59;69630.514;7868.67;7925;6913;7355.26;88752.00816;7355.28;7458;7156.61;7257.45;37054.94478;7257.32;8275.09;7243.08;8148.48;65577.44206;FALSE
7868.67;7925;6913;7355.26;88752.00816;7355.28;7458;7156.61;7257.45;37054.94478;7257.32;8275.09;7243.08;8148.48;65577.44206;8147.94;8156.03;7553;7938.15;65859.20856;FALSE
7355.28;7458;7156.61;7257.45;37054.94478;7257.32;8275.09;7243.08;8148.48;65577.44206;8147.94;8156.03;7553;7938.15;65859.20856;7937.16;8042.32;7771;7904.87;52301.75225;FALSE
7257.32;8275.09;7243.08;8148.48;65577.44206;8147.94;8156.03;7553;7938.15;65859.20856;7937.16;8042.32;7771;7904.87;52301.75225;7904.48;8016;7465;7628.43;49136.99459;TRUE
8147.94;8156.03;7553;7938.15;65859.20856;7937.16;8042.32;7771;7904.87;52301.75225;7904.48;8016;7465;7628.43;49136.99459;7627.8;7940.98;7461;7851.51;49648.1847;TRUE
