C1;H1;L1;C1;V1;O2;H2;L2;C2;V2;O3;H3;L3;C3;V3;O4;H4;L4;C4;V4;Final
18650.51;19177;18500;19147.66;42922.74857;19147.66;19420;18857;19359.4;37043.09186;19358.67;19420.91;18902.88;19166.9;41372.29629;19166.9;19294.84;18200;18324.11;61626.94761;TRUE
19147.66;19420;18857;19359.4;37043.09186;19358.67;19420.91;18902.88;19166.9;41372.29629;19166.9;19294.84;18200;18324.11;61626.94761;18324.11;18639.57;17650;18541.28;79585.5538;FALSE
19358.67;19420.91;18902.88;19166.9;41372.29629;19166.9;19294.84;18200;18324.11;61626.94761;18324.11;18639.57;17650;18541.28;79585.5538;18541.29;18557.32;17911.12;18254.63;52890.67509;FALSE
19166.9;19294.84;18200;18324.11;61626.94761;18324.11;18639.57;17650;18541.28;79585.5538;18541.29;18557.32;17911.12;18254.63;52890.67509;18254.81;18292.73;17572.33;18036.53;72610.72426;TRUE
18324.11;18639.57;17650;18541.28;79585.5538;18541.29;18557.32;17911.12;18254.63;52890.67509;18254.81;18292.73;17572.33;18036.53;72610.72426;18036.53;18948.66;18020.7;18808.69;49519.97843;TRUE
18541.29;18557.32;17911.12;18254.63;52890.67509;18254.81;18292.73;17572.33;18036.53;72610.72426;18036.53;18948.66;18020.7;18808.69;49519.97843;18808.69;19411;18711.12;19174.99;56560.82174;TRUE
18254.81;18292.73;17572.33;18036.53;72610.72426;18036.53;18948.66;18020.7;18808.69;49519.97843;18808.69;19411;18711.12;19174.99;56560.82174;19174.99;19349;19000;19273.14;47257.20129;TRUE
18036.53;18948.66;18020.7;18808.69;49519.97843;18808.69;19411;18711.12;19174.99;56560.82174;19174.99;19349;19000;19273.14;47257.20129;19273.69;19570;19050;19426.43;61834.36601;TRUE
18808.69;19411;18711.12;19174.99;56560.82174;19174.99;19349;19000;19273.14;47257.20129;19273.69;19570;19050;19426.43;61834.36601;19426.43;21560;19278.6;21335.52;114306.3356;TRUE
19174.99;19349;19000;19273.14;47257.20129;19273.69;19570;19050;19426.43;61834.36601;19426.43;21560;19278.6;21335.52;114306.3356;21335.52;23800;21230;22797.16;184882.4767;TRUE
19273.69;19570;19050;19426.43;61834.36601;19426.43;21560;19278.6;21335.52;114306.3356;21335.52;23800;21230;22797.16;184882.4767;22797.15;23285.18;22350;23107.39;79646.13432;TRUE
19426.43;21560;19278.6;21335.52;114306.3356;21335.52;23800;21230;22797.16;184882.4767;22797.15;23285.18;22350;23107.39;79646.13432;23107.39;24171.47;22750;23821.61;86045.06468;FALSE
21335.52;23800;21230;22797.16;184882.4767;22797.15;23285.18;22350;23107.39;79646.13432;23107.39;24171.47;22750;23821.61;86045.06468;23821.6;24295;23060;23455.52;76690.14569;FALSE
22797.15;23285.18;22350;23107.39;79646.13432;23107.39;24171.47;22750;23821.61;86045.06468;23821.6;24295;23060;23455.52;76690.14569;23455.54;24102.77;21815;22719.71;88030.29724;TRUE
23107.39;24171.47;22750;23821.61;86045.06468;23821.6;24295;23060;23455.52;76690.14569;23455.54;24102.77;21815;22719.71;88030.29724;22719.88;23837.1;22353.4;23810.79;87033.12616;FALSE
23821.6;24295;23060;23455.52;76690.14569;23455.54;24102.77;21815;22719.71;88030.29724;22719.88;23837.1;22353.4;23810.79;87033.12616;23810.79;24100;22600;23232.76;119047.2597;TRUE
23455.54;24102.77;21815;22719.71;88030.29724;22719.88;23837.1;22353.4;23810.79;87033.12616;23810.79;24100;22600;23232.76;119047.2597;23232.39;23794.43;22703.42;23729.2;69013.83425;TRUE
22719.88;23837.1;22353.4;23810.79;87033.12616;23810.79;24100;22600;23232.76;119047.2597;23232.39;23794.43;22703.42;23729.2;69013.83425;23728.99;24789.86;23433.6;24712.47;79519.94357;TRUE
23810.79;24100;22600;23232.76;119047.2597;23232.39;23794.43;22703.42;23729.2;69013.83425;23728.99;24789.86;23433.6;24712.47;79519.94357;24712.47;26867.03;24500;26493.39;97806.51339;FALSE
23232.39;23794.43;22703.42;23729.2;69013.83425;23728.99;24789.86;23433.6;24712.47;79519.94357;24712.47;26867.03;24500;26493.39;97806.51339;26493.4;28422;25700;26281.66;148455.5862;TRUE
23728.99;24789.86;23433.6;24712.47;79519.94357;24712.47;26867.03;24500;26493.39;97806.51339;26493.4;28422;25700;26281.66;148455.5862;26281.54;27500;26101;27079.41;79721.7425;TRUE
24712.47;26867.03;24500;26493.39;97806.51339;26493.4;28422;25700;26281.66;148455.5862;26281.54;27500;26101;27079.41;79721.7425;27079.42;27410;25880;27385;69411.59261;TRUE
26493.4;28422;25700;26281.66;148455.5862;26281.54;27500;26101;27079.41;79721.7425;27079.42;27410;25880;27385;69411.59261;27385;28996;27320;28875.54;95356.05783;TRUE
26281.54;27500;26101;27079.41;79721.7425;27079.42;27410;25880;27385;69411.59261;27385;28996;27320;28875.54;95356.05783;28875.55;29300;27850;28923.63;75508.50515;TRUE
27079.42;27410;25880;27385;69411.59261;27385;28996;27320;28875.54;95356.05783;28875.55;29300;27850;28923.63;75508.50515;28923.63;29600;28624.57;29331.69;54182.92501;TRUE
27385;28996;27320;28875.54;95356.05783;28875.55;29300;27850;28923.63;75508.50515;28923.63;29600;28624.57;29331.69;54182.92501;29331.7;33300;28946.53;32178.33;129993.8734;TRUE
28875.55;29300;27850;28923.63;75508.50515;28923.63;29600;28624.57;29331.69;54182.92501;29331.7;33300;28946.53;32178.33;129993.8734;32176.45;34778.11;31962.99;33000.05;120957.5668;FALSE
28923.63;29600;28624.57;29331.69;54182.92501;29331.7;33300;28946.53;32178.33;129993.8734;32176.45;34778.11;31962.99;33000.05;120957.5668;33000.05;33600;28130;31988.71;140899.8857;TRUE
29331.7;33300;28946.53;32178.33;129993.8734;32176.45;34778.11;31962.99;33000.05;120957.5668;33000.05;33600;28130;31988.71;140899.8857;31989.75;34360;29900;33949.53;116049.997;TRUE
32176.45;34778.11;31962.99;33000.05;120957.5668;33000.05;33600;28130;31988.71;140899.8857;31989.75;34360;29900;33949.53;116049.997;33949.53;36939.21;33288;36769.36;127139.2013;TRUE
33000.05;33600;28130;31988.71;140899.8857;31989.75;34360;29900;33949.53;116049.997;33949.53;36939.21;33288;36769.36;127139.2013;36769.36;40365;36300;39432.28;132825.7004;TRUE
31989.75;34360;29900;33949.53;116049.997;33949.53;36939.21;33288;36769.36;127139.2013;36769.36;40365;36300;39432.28;132825.7004;39432.48;41950;36500;40582.81;139789.9575;FALSE
33949.53;36939.21;33288;36769.36;127139.2013;36769.36;40365;36300;39432.28;132825.7004;39432.48;41950;36500;40582.81;139789.9575;40586.96;41380;38720;40088.22;75785.97968;FALSE
36769.36;40365;36300;39432.28;132825.7004;39432.48;41950;36500;40582.81;139789.9575;40586.96;41380;38720;40088.22;75785.97968;40088.22;41350;35111.11;38150.02;118209.5445;FALSE
39432.48;41950;36500;40582.81;139789.9575;40586.96;41380;38720;40088.22;75785.97968;40088.22;41350;35111.11;38150.02;118209.5445;38150.02;38264.74;30420;35404.47;249131.5399;FALSE
40586.96;41380;38720;40088.22;75785.97968;40088.22;41350;35111.11;38150.02;118209.5445;38150.02;38264.74;30420;35404.47;249131.5399;35410.37;36628;32531;34051.24;133948.152;TRUE
40088.22;41350;35111.11;38150.02;118209.5445;38150.02;38264.74;30420;35404.47;249131.5399;35410.37;36628;32531;34051.24;133948.152;34049.15;37850;32380;37371.38;124477.9149;TRUE
38150.02;38264.74;30420;35404.47;249131.5399;35410.37;36628;32531;34051.24;133948.152;34049.15;37850;32380;37371.38;124477.9149;37371.38;40100;36701.23;39144.5;102950.3894;FALSE
35410.37;36628;32531;34051.24;133948.152;34049.15;37850;32380;37371.38;124477.9149;37371.38;40100;36701.23;39144.5;102950.3894;39145.21;39747.76;34408;36742.22;118300.9209;FALSE
34049.15;37850;32380;37371.38;124477.9149;37371.38;40100;36701.23;39144.5;102950.3894;39145.21;39747.76;34408;36742.22;118300.9209;36737.43;37950;35357.8;35994.98;86348.43151;FALSE
37371.38;40100;36701.23;39144.5;102950.3894;39145.21;39747.76;34408;36742.22;118300.9209;36737.43;37950;35357.8;35994.98;86348.43151;35994.98;36852.5;33850;35828.61;80157.72738;TRUE
39145.21;39747.76;34408;36742.22;118300.9209;36737.43;37950;35357.8;35994.98;86348.43151;35994.98;36852.5;33850;35828.61;80157.72738;35824.99;37469.83;34800;36631.27;70698.11875;FALSE
36737.43;37950;35357.8;35994.98;86348.43151;35994.98;36852.5;33850;35828.61;80157.72738;35824.99;37469.83;34800;36631.27;70698.11875;36622.46;37850;35844.06;35891.49;79611.30777;FALSE
35994.98;36852.5;33850;35828.61;80157.72738;35824.99;37469.83;34800;36631.27;70698.11875;36622.46;37850;35844.06;35891.49;79611.30777;35901.94;36415.31;33400;35468.23;89368.42292;FALSE
35824.99;37469.83;34800;36631.27;70698.11875;36622.46;37850;35844.06;35891.49;79611.30777;35901.94;36415.31;33400;35468.23;89368.42292;35468.23;35600;30071;30850.13;131803.1829;TRUE
36622.46;37850;35844.06;35891.49;79611.30777;35901.94;36415.31;33400;35468.23;89368.42292;35468.23;35600;30071;30850.13;131803.1829;30851.99;33826.53;28850;32945.17;142971.684;FALSE
35901.94;36415.31;33400;35468.23;89368.42292;35468.23;35600;30071;30850.13;131803.1829;30851.99;33826.53;28850;32945.17;142971.684;32950;33456;31390.16;32078;64595.28768;TRUE
35468.23;35600;30071;30850.13;131803.1829;30851.99;33826.53;28850;32945.17;142971.684;32950;33456;31390.16;32078;64595.28768;32078;33071;30900;32259.9;57978.03797;FALSE
30851.99;33826.53;28850;32945.17;142971.684;32950;33456;31390.16;32078;64595.28768;32078;33071;30900;32259.9;57978.03797;32259.45;34875;31910;32254.2;88499.22692;TRUE
32950;33456;31390.16;32078;64595.28768;32078;33071;30900;32259.9;57978.03797;32259.45;34875;31910;32254.2;88499.22692;32254.19;32921.88;30837.37;32467.77;84972.20691;FALSE
32078;33071;30900;32259.9;57978.03797;32259.45;34875;31910;32254.2;88499.22692;32254.19;32921.88;30837.37;32467.77;84972.20691;32464.01;32557.29;29241.72;30366.15;95911.96171;TRUE
32259.45;34875;31910;32254.2;88499.22692;32254.19;32921.88;30837.37;32467.77;84972.20691;32464.01;32557.29;29241.72;30366.15;95911.96171;30362.19;33783.98;29842.1;33364.86;92621.14562;TRUE
32254.19;32921.88;30837.37;32467.77;84972.20691;32464.01;32557.29;29241.72;30366.15;95911.96171;30362.19;33783.98;29842.1;33364.86;92621.14562;33368.18;38531.9;31915.4;34252.2;231827.0056;TRUE
32464.01;32557.29;29241.72;30366.15;95911.96171;30362.19;33783.98;29842.1;33364.86;92621.14562;33368.18;38531.9;31915.4;34252.2;231827.0056;34246.28;34933;32825;34262.88;84889.68134;FALSE
30362.19;33783.98;29842.1;33364.86;92621.14562;33368.18;38531.9;31915.4;34252.2;231827.0056;34246.28;34933;32825;34262.88;84889.68134;34262.89;34342.69;32171.67;33092.98;68742.28038;TRUE
33368.18;38531.9;31915.4;34252.2;231827.0056;34246.28;34933;32825;34262.88;84889.68134;34262.89;34342.69;32171.67;33092.98;68742.28038;33092.97;34717.27;32296.16;33526.37;82718.27688;TRUE
34246.28;34933;32825;34262.88;84889.68134;34262.89;34342.69;32171.67;33092.98;68742.28038;33092.97;34717.27;32296.16;33526.37;82718.27688;33517.09;35984.33;33418;35466.24;78056.65988;TRUE
34262.89;34342.69;32171.67;33092.98;68742.28038;33092.97;34717.27;32296.16;33526.37;82718.27688;33517.09;35984.33;33418;35466.24;78056.65988;35472.71;37662.63;35362.38;37618.87;80784.33366;FALSE
33092.97;34717.27;32296.16;33526.37;82718.27688;33517.09;35984.33;33418;35466.24;78056.65988;35472.71;37662.63;35362.38;37618.87;80784.33366;37620.26;38708.27;36161.95;36936.66;92080.7359;TRUE
33517.09;35984.33;33418;35466.24;78056.65988;35472.71;37662.63;35362.38;37618.87;80784.33366;37620.26;38708.27;36161.95;36936.66;92080.7359;36936.65;38310.12;36570;38290.24;66681.33428;TRUE
35472.71;37662.63;35362.38;37618.87;80784.33366;37620.26;38708.27;36161.95;36936.66;92080.7359;36936.65;38310.12;36570;38290.24;66681.33428;38289.32;40955.51;38215.94;39186.94;98757.31118;FALSE
37620.26;38708.27;36161.95;36936.66;92080.7359;36936.65;38310.12;36570;38290.24;66681.33428;38289.32;40955.51;38215.94;39186.94;98757.31118;39181.01;39700;37351;38795.69;84363.67976;TRUE
36936.65;38310.12;36570;38290.24;66681.33428;38289.32;40955.51;38215.94;39186.94;98757.31118;39181.01;39700;37351;38795.69;84363.67976;38795.69;46794.45;37988.89;46374.87;138597.5369;TRUE
38289.32;40955.51;38215.94;39186.94;98757.31118;39181.01;39700;37351;38795.69;84363.67976;38795.69;46794.45;37988.89;46374.87;138597.5369;46374.86;48142.19;44961.09;46420.42;115499.8617;FALSE
39181.01;39700;37351;38795.69;84363.67976;38795.69;46794.45;37988.89;46374.87;138597.5369;46374.86;48142.19;44961.09;46420.42;115499.8617;46420.42;47310;43727;44807.58;97154.1822;TRUE
38795.69;46794.45;37988.89;46374.87;138597.5369;46374.86;48142.19;44961.09;46420.42;115499.8617;46420.42;47310;43727;44807.58;97154.1822;44807.58;48678.9;43994.02;47969.51;89561.08145;FALSE
46374.86;48142.19;44961.09;46420.42;115499.8617;46420.42;47310;43727;44807.58;97154.1822;44807.58;48678.9;43994.02;47969.51;89561.08145;47968.66;48985.8;46125;47287.6;85870.0357;FALSE
46420.42;47310;43727;44807.58;97154.1822;44807.58;48678.9;43994.02;47969.51;89561.08145;47968.66;48985.8;46125;47287.6;85870.0357;47298.15;48150;46202.53;47153.69;63768.0974;TRUE
44807.58;48678.9;43994.02;47969.51;89561.08145;47968.66;48985.8;46125;47287.6;85870.0357;47298.15;48150;46202.53;47153.69;63768.0974;47156.78;49707.43;47014.17;48577.79;73735.47553;FALSE
47968.66;48985.8;46125;47287.6;85870.0357;47298.15;48150;46202.53;47153.69;63768.0974;47156.78;49707.43;47014.17;48577.79;73735.47553;48580.47;49010.92;45570.79;47911.1;79398.15678;TRUE
47298.15;48150;46202.53;47153.69;63768.0974;47156.78;49707.43;47014.17;48577.79;73735.47553;48580.47;49010.92;45570.79;47911.1;79398.15678;47911.1;50689.18;47003.62;49133.45;88813.2663;TRUE
47156.78;49707.43;47014.17;48577.79;73735.47553;48580.47;49010.92;45570.79;47911.1;79398.15678;47911.1;50689.18;47003.62;49133.45;88813.2663;49133.45;52618.74;48947;52119.71;85743.63782;FALSE
48580.47;49010.92;45570.79;47911.1;79398.15678;47911.1;50689.18;47003.62;49133.45;88813.2663;49133.45;52618.74;48947;52119.71;85743.63782;52117.67;52530;50901.9;51552.6;60758.04695;TRUE
47911.1;50689.18;47003.62;49133.45;88813.2663;49133.45;52618.74;48947;52119.71;85743.63782;52117.67;52530;50901.9;51552.6;60758.04695;51552.61;56368;50710.2;55906;79659.77802;FALSE
49133.45;52618.74;48947;52119.71;85743.63782;52117.67;52530;50901.9;51552.6;60758.04695;51552.61;56368;50710.2;55906;79659.77802;55906;57700.46;53863.93;55841.19;80948.20531;TRUE
52117.67;52530;50901.9;51552.6;60758.04695;51552.61;56368;50710.2;55906;79659.77802;55906;57700.46;53863.93;55841.19;80948.20531;55841.19;58352.8;55477.59;57408.57;58166.70851;FALSE
51552.61;56368;50710.2;55906;79659.77802;55906;57700.46;53863.93;55841.19;80948.20531;55841.19;58352.8;55477.59;57408.57;58166.70851;57412.35;57508.47;47622;54087.67;134019.4349;FALSE
55906;57700.46;53863.93;55841.19;80948.20531;55841.19;58352.8;55477.59;57408.57;58166.70851;57412.35;57508.47;47622;54087.67;134019.4349;54087.67;54183.59;44892.56;48891;169375.0251;TRUE
55841.19;58352.8;55477.59;57408.57;58166.70851;57412.35;57508.47;47622;54087.67;134019.4349;54087.67;54183.59;44892.56;48891;169375.0251;48891;51374.99;46988.69;49676.2;91881.20925;FALSE
57412.35;57508.47;47622;54087.67;134019.4349;54087.67;54183.59;44892.56;48891;169375.0251;48891;51374.99;46988.69;49676.2;91881.20925;49676.21;52041.73;46674.34;47073.73;83310.67312;FALSE
54087.67;54183.59;44892.56;48891;169375.0251;48891;51374.99;46988.69;49676.2;91881.20925;49676.21;52041.73;46674.34;47073.73;83310.67312;47073.73;48424.11;44106.78;46276.87;109423.2007;FALSE
48891;51374.99;46988.69;49676.2;91881.20925;49676.21;52041.73;46674.34;47073.73;83310.67312;47073.73;48424.11;44106.78;46276.87;109423.2007;46276.88;48394;45000;46106.43;66060.83429;FALSE
49676.21;52041.73;46674.34;47073.73;83310.67312;47073.73;48424.11;44106.78;46276.87;109423.2007;46276.88;48394;45000;46106.43;66060.83429;46103.67;46638.46;43000;45135.66;83055.36904;TRUE
47073.73;48424.11;44106.78;46276.87;109423.2007;46276.88;48394;45000;46106.43;66060.83429;46103.67;46638.46;43000;45135.66;83055.36904;45134.11;49790;44950.53;49587.03;85086.11165;FALSE
46276.88;48394;45000;46106.43;66060.83429;46103.67;46638.46;43000;45135.66;83055.36904;45134.11;49790;44950.53;49587.03;85086.11165;49595.76;50200;47047.6;48440.65;64221.06214;TRUE
46103.67;46638.46;43000;45135.66;83055.36904;45134.11;49790;44950.53;49587.03;85086.11165;49595.76;50200;47047.6;48440.65;64221.06214;48436.61;52640;48100.71;50349.37;81035.91371;FALSE
45134.11;49790;44950.53;49587.03;85086.11165;49595.76;50200;47047.6;48440.65;64221.06214;48436.61;52640;48100.71;50349.37;81035.91371;50349.37;51773.88;47500;48374.09;82649.71683;TRUE
49595.76;50200;47047.6;48440.65;64221.06214;48436.61;52640;48100.71;50349.37;81035.91371;50349.37;51773.88;47500;48374.09;82649.71683;48374.09;49448.93;46300;48751.71;78192.49637;TRUE
48436.61;52640;48100.71;50349.37;81035.91371;50349.37;51773.88;47500;48374.09;82649.71683;48374.09;49448.93;46300;48751.71;78192.49637;48746.81;49200;47070;48882.2;44399.23424;TRUE
50349.37;51773.88;47500;48374.09;82649.71683;48374.09;49448.93;46300;48751.71;78192.49637;48746.81;49200;47070;48882.2;44399.23424;48882.2;51450.03;48882.2;50971.75;55235.02803;TRUE
48374.09;49448.93;46300;48751.71;78192.49637;48746.81;49200;47070;48882.2;44399.23424;48882.2;51450.03;48882.2;50971.75;55235.02803;50959.11;52402.78;49274.67;52375.17;66987.35966;TRUE
48746.81;49200;47070;48882.2;44399.23424;48882.2;51450.03;48882.2;50971.75;55235.02803;50959.11;52402.78;49274.67;52375.17;66987.35966;52375.18;54895;51789.41;54884.5;71656.73708;TRUE
48882.2;51450.03;48882.2;50971.75;55235.02803;50959.11;52402.78;49274.67;52375.17;66987.35966;52375.18;54895;51789.41;54884.5;71656.73708;54874.67;57387.69;53005;55851.59;84749.23894;TRUE
50959.11;52402.78;49274.67;52375.17;66987.35966;52375.18;54895;51789.41;54884.5;71656.73708;54874.67;57387.69;53005;55851.59;84749.23894;55851.59;58150;54272.82;57773.16;81914.81286;FALSE
52375.18;54895;51789.41;54884.5;71656.73708;54874.67;57387.69;53005;55851.59;84749.23894;55851.59;58150;54272.82;57773.16;81914.81286;57773.15;58081.51;54962.84;57221.72;73405.40605;TRUE
54874.67;57387.69;53005;55851.59;84749.23894;55851.59;58150;54272.82;57773.16;81914.81286;57773.15;58081.51;54962.84;57221.72;73405.40605;57221.72;61844;56078.23;61188.39;83245.09135;FALSE
55851.59;58150;54272.82;57773.16;81914.81286;57773.15;58081.51;54962.84;57221.72;73405.40605;57221.72;61844;56078.23;61188.39;83245.09135;61188.38;61724.79;58966.78;58968.31;52601.05275;FALSE
57773.15;58081.51;54962.84;57221.72;73405.40605;57221.72;61844;56078.23;61188.39;83245.09135;61188.38;61724.79;58966.78;58968.31;52601.05275;58976.08;60633.43;54600;55605.2;102771.4273;TRUE
57221.72;61844;56078.23;61188.39;83245.09135;61188.38;61724.79;58966.78;58968.31;52601.05275;58976.08;60633.43;54600;55605.2;102771.4273;55605.2;56938.29;53271.34;56900.75;77986.69436;TRUE
61188.38;61724.79;58966.78;58968.31;52601.05275;58976.08;60633.43;54600;55605.2;102771.4273;55605.2;56938.29;53271.34;56900.75;77986.69436;56900.74;58974.73;54123.69;58912.97;70421.62084;FALSE
58976.08;60633.43;54600;55605.2;102771.4273;55605.2;56938.29;53271.34;56900.75;77986.69436;56900.74;58974.73;54123.69;58912.97;70421.62084;58912.97;60129.97;57023;57648.16;66580.40668;TRUE
55605.2;56938.29;53271.34;56900.75;77986.69436;56900.74;58974.73;54123.69;58912.97;70421.62084;58912.97;60129.97;57023;57648.16;66580.40668;57641;59468;56270.74;58030.01;52392.65296;TRUE
56900.74;58974.73;54123.69;58912.97;70421.62084;58912.97;60129.97;57023;57648.16;66580.40668;57641;59468;56270.74;58030.01;52392.65296;58030.01;59880;57820.17;58102.28;44476.94178;FALSE
58912.97;60129.97;57023;57648.16;66580.40668;57641;59468;56270.74;58030.01;52392.65296;58030.01;59880;57820.17;58102.28;44476.94178;58100.02;58589.1;55450.11;57351.56;48564.47027;FALSE
57641;59468;56270.74;58030.01;52392.65296;58030.01;59880;57820.17;58102.28;44476.94178;58100.02;58589.1;55450.11;57351.56;48564.47027;57351.56;58430.73;53650;54083.25;62581.62617;TRUE
58030.01;59880;57820.17;58102.28;44476.94178;58100.02;58589.1;55450.11;57351.56;48564.47027;57351.56;58430.73;53650;54083.25;62581.62617;54083.25;55830.9;53000;54340.89;59789.36543;FALSE
58100.02;58589.1;55450.11;57351.56;48564.47027;57351.56;58430.73;53650;54083.25;62581.62617;54083.25;55830.9;53000;54340.89;59789.36543;54342.8;57200;51700;52303.65;83537.46502;FALSE
57351.56;58430.73;53650;54083.25;62581.62617;54083.25;55830.9;53000;54340.89;59789.36543;54342.8;57200;51700;52303.65;83537.46502;52303.66;53287;50427.56;51293.78;87400.53454;TRUE
54083.25;55830.9;53000;54340.89;59789.36543;54342.8;57200;51700;52303.65;83537.46502;52303.66;53287;50427.56;51293.78;87400.53454;51293.78;55073.46;51214.6;55025.59;63813.77469;TRUE
54342.8;57200;51700;52303.65;83537.46502;52303.66;53287;50427.56;51293.78;87400.53454;51293.78;55073.46;51214.6;55025.59;63813.77469;55025.59;56700.36;53950;55817.14;50105.47506;FALSE
52303.66;53287;50427.56;51293.78;87400.53454;51293.78;55073.46;51214.6;55025.59;63813.77469;55025.59;56700.36;53950;55817.14;50105.47506;55817.14;56559.75;54691.84;55777.63;39050.38751;TRUE
51293.78;55073.46;51214.6;55025.59;63813.77469;55025.59;56700.36;53950;55817.14;50105.47506;55817.14;56559.75;54691.84;55777.63;39050.38751;55777.65;58405.82;54800.01;57635.47;67857.9374;TRUE
55025.59;56700.36;53950;55817.14;50105.47506;55817.14;56559.75;54691.84;55777.63;39050.38751;55777.65;58405.82;54800.01;57635.47;67857.9374;57635.46;59368;57071.35;58746.57;55122.44312;FALSE
55817.14;56559.75;54691.84;55777.63;39050.38751;55777.65;58405.82;54800.01;57635.47;67857.9374;57635.46;59368;57071.35;58746.57;55122.44312;58746.57;59800;56769;58740.55;60975.54267;FALSE
55777.65;58405.82;54800.01;57635.47;67857.9374;57635.46;59368;57071.35;58746.57;55122.44312;58746.57;59800;56769;58740.55;60975.54267;58739.46;59490;57935.45;58720.44;47415.61722;TRUE
57635.46;59368;57071.35;58746.57;55122.44312;58746.57;59800;56769;58740.55;60975.54267;58739.46;59490;57935.45;58720.44;47415.61722;58720.45;60200;58428.57;58950.01;47382.41878;FALSE
58746.57;59800;56769;58740.55;60975.54267;58739.46;59490;57935.45;58720.44;47415.61722;58720.45;60200;58428.57;58950.01;47382.41878;58950.01;59791.72;56880;57051.94;47409.85211;TRUE
58739.46;59490;57935.45;58720.44;47415.61722;58720.45;60200;58428.57;58950.01;47382.41878;58950.01;59791.72;56880;57051.94;47409.85211;57051.95;58492.85;56388;58202.01;41314.08197;TRUE
58720.45;60200;58428.57;58950.01;47382.41878;58950.01;59791.72;56880;57051.94;47409.85211;57051.95;58492.85;56388;58202.01;41314.08197;58202.01;59272;56777.77;59129.99;54258.01579;FALSE
58950.01;59791.72;56880;57051.94;47409.85211;57051.95;58492.85;56388;58202.01;41314.08197;58202.01;59272;56777.77;59129.99;54258.01579;59129.99;59495.24;57413.02;57991.15;54201.00073;FALSE
57051.95;58492.85;56388;58202.01;41314.08197;58202.01;59272;56777.77;59129.99;54258.01579;59129.99;59495.24;57413.02;57991.15;54201.00073;57990.03;58655;55473;55953.45;71228.40566;TRUE
58202.01;59272;56777.77;59129.99;54258.01579;59129.99;59495.24;57413.02;57991.15;54201.00073;57990.03;58655;55473;55953.45;71228.40566;55953.44;58153.31;55700;58077.52;44283.14702;TRUE
59129.99;59495.24;57413.02;57991.15;54201.00073;57990.03;58655;55473;55953.45;71228.40566;55953.44;58153.31;55700;58077.52;44283.14702;58077.52;58894.9;57654;58142.54;40831.88491;TRUE
57990.03;58655;55473;55953.45;71228.40566;55953.44;58153.31;55700;58077.52;44283.14702;58077.52;58894.9;57654;58142.54;40831.88491;58142.55;61500;57900.01;59769.13;69906.42412;TRUE
55953.44;58153.31;55700;58077.52;44283.14702;58077.52;58894.9;57654;58142.54;40831.88491;58142.55;61500;57900.01;59769.13;69906.42412;59769.13;60699;59232.52;60002.43;41156.71539;FALSE
58077.52;58894.9;57654;58142.54;40831.88491;58142.55;61500;57900.01;59769.13;69906.42412;59769.13;60699;59232.52;60002.43;41156.71539;59998.8;61300;59350.59;59860;56375.03712;TRUE
58142.55;61500;57900.01;59769.13;69906.42412;59769.13;60699;59232.52;60002.43;41156.71539;59998.8;61300;59350.59;59860;56375.03712;59860.01;63777.77;59805.15;63575;82848.68875;FALSE
59769.13;60699;59232.52;60002.43;41156.71539;59998.8;61300;59350.59;59860;56375.03712;59860.01;63777.77;59805.15;63575;82848.68875;63575.01;64854;61301;62959.53;82616.34399;TRUE
59998.8;61300;59350.59;59860;56375.03712;59860.01;63777.77;59805.15;63575;82848.68875;63575.01;64854;61301;62959.53;82616.34399;62959.53;63800;62020;63159.98;51649.70034;FALSE
59860.01;63777.77;59805.15;63575;82848.68875;63575.01;64854;61301;62959.53;82616.34399;62959.53;63800;62020;63159.98;51649.70034;63158.74;63520.61;60000;61334.8;91764.13988;FALSE
63575.01;64854;61301;62959.53;82616.34399;62959.53;63800;62020;63159.98;51649.70034;63158.74;63520.61;60000;61334.8;91764.13988;61334.81;62506.05;59580.91;60006.66;58912.25613;FALSE
62959.53;63800;62020;63159.98;51649.70034;63158.74;63520.61;60000;61334.8;91764.13988;61334.81;62506.05;59580.91;60006.66;58912.25613;60006.67;60499;50931.3;56150.01;124882.1318;FALSE
63158.74;63520.61;60000;61334.8;91764.13988;61334.81;62506.05;59580.91;60006.66;58912.25613;60006.67;60499;50931.3;56150.01;124882.1318;56150.01;57526.81;54221.58;55633.14;78229.04227;TRUE
61334.81;62506.05;59580.91;60006.66;58912.25613;60006.67;60499;50931.3;56150.01;124882.1318;56150.01;57526.81;54221.58;55633.14;78229.04227;55633.14;57076.24;53329.96;56425;72744.48215;FALSE
60006.67;60499;50931.3;56150.01;124882.1318;56150.01;57526.81;54221.58;55633.14;78229.04227;55633.14;57076.24;53329.96;56425;72744.48215;56425;56757.91;53536.02;53787.63;66984.75691;FALSE
56150.01;57526.81;54221.58;55633.14;78229.04227;55633.14;57076.24;53329.96;56425;72744.48215;56425;56757.91;53536.02;53787.63;66984.75691;53787.62;55521.48;50500;51690.96;104656.6313;FALSE
55633.14;57076.24;53329.96;56425;72744.48215;56425;56757.91;53536.02;53787.63;66984.75691;53787.62;55521.48;50500;51690.96;104656.6313;51690.95;52131.85;47500;51125.14;132230.7807;FALSE
56425;56757.91;53536.02;53787.63;66984.75691;53787.62;55521.48;50500;51690.96;104656.6313;51690.95;52131.85;47500;51125.14;132230.7807;51110.56;51166.22;48657.14;50047.84;55361.51257;FALSE
